phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,,,,
выйдет в ближайшие недели,выйдет,в,недели,loct,неделя,sing,NOUN,выйти,VERB,темпоратив,,,,
в полтора раза больше,больше,в,раза,loct,раз,sing,NOUN,большой,COMP,квантитатив,,,,
размещенные в сети третьими лицами,размещенные,в,сети,loct,сеть,sing,NOUN,разместить,PRTF,сурсив,,,,
в России сократилось,сократилось,в,России,loct,россия,sing,NOUN,сократиться,VERB,локатив,,,,
поступили в больницы Ростовской области,поступили,в,больницы,loct,больница,sing,NOUN,поступить,VERB,локатив,,,,
участие в которых,участие,в,которых,loct,который,plur,ADJF,участие,NOUN,локатив,,,,
в жизни чудес бывает,бывает,в,жизни,loct,жизнь,sing,NOUN,бывать,VERB,инструментив,,,,
проводит в рязанской администрации – СМИ ,проводит,в,администрации,loct,администрация,sing,NOUN,проводить,VERB,локатив,,,,
прибывшие в качестве туристов,прибывшие,в,туристов,loct,турист,plur,NOUN,прибыть,PRTF,инструментив,,,,
более чем в три раза превысила,превысила,в,раза,loct,раз,sing,NOUN,превысить,VERB,квантитатив,,,,
почти в три раза увеличилось,увеличилось,в,раза,loct,раз,sing,NOUN,увеличиться,VERB,квантитатив,,,,
приехал в горы,приехал,в,горы,loct,гора,sing,NOUN,приехать,VERB,локатив,,,,
сформулированная в частной теории относительности Альберта Эйнштейна,сформулированная,в,теории,loct,теория,sing,NOUN,сформулировать,PRTF,сурсив,,,,
втягивается в текущие дела,втягивается,в,дела,loct,дело,sing,NOUN,втягиваться,VERB,тематив,,,,
в России действуют,действуют,в,России,loct,россия,sing,NOUN,действовать,VERB,локатив,,,,
сухогруз в морской акватории Сарпи ( грузино - турецкая граница ),сухогруз,в,акватории,loct,акватория,sing,NOUN,сухогруз,NOUN,локатив,,,,
закончу в Англии,закончу,в,Англии,loct,англия,sing,NOUN,закончить,VERB,локатив,,,,
выступавший в средней весовой категории,выступавший,в,категории,loct,категория,sing,NOUN,выступать,PRTF,квалификатив,,,,
работать в российской атомной отрасли,работать,в,отрасли,loct,отрасль,sing,NOUN,работать,INFN,тематив,,,,
шарф в два метра длиной,шарф,в,метра,loct,метр,sing,NOUN,шарф,NOUN,квантитатив,,,,
сообщили в администрации Красногвардейского района,сообщили,в,администрации,loct,администрация,sing,NOUN,сообщить,VERB,сурсив,,,,
ряде - в два - три раза по сравнению с прошлой неделей,ряде,в,раза,loct,раз,sing,NOUN,ряд,NOUN,квантитатив,,,,
обращаться во все возможные инстанции,обращаться,в,инстанции,loct,инстанция,sing,NOUN,обращаться,INFN,локатив,,,,
в России распространено,распространено,в,России,loct,россия,sing,NOUN,распространить,PRTS,локатив,,,,
в России исполнять,исполнять,в,России,loct,россия,sing,NOUN,исполнять,INFN,локатив,,,,
поставлены в региональные управления Судебного департамента,поставлены,в,управления,loct,управление,sing,NOUN,поставить,PRTS,директив,,,,
в NUM лет обязаны,обязаны,в,лет,loct,год,plur,NOUN,обязать,PRTS,темпоратив,,,,
